Entity,Code,Year,Oil Consumption - EJ
Europe,,2001,9447.492793263189
Europe,,2002,9407.680288502488
Europe,,2003,9461.613830272954
Europe,,2004,9554.267811602469
Europe,,2005,9608.946382458458
Europe,,2006,9641.053736239348
Europe,,2007,9446.944453557906
Europe,,2008,9356.865327631413
Europe,,2009,8894.08555047097
Europe,,2010,8792.672068884305
Europe,,2011,8552.69529479357
Europe,,2012,8267.628108515419
Europe,,2013,8120.000059244127
Europe,,2014,7956.184960271238
Europe,,2015,8147.236066694361
Europe,,2016,8345.814456055641
Europe,,2017,8500.07195538443
Europe,,2018,8460.017117494364
Europe,,2019,8445.137404811243
Europe (other),,1965,48.67926921388395
Europe (other),,1966,57.24926212157417
Europe (other),,1967,69.94517614266728
Europe (other),,1968,81.25333304458776
Europe (other),,1969,87.23659301611303
Europe (other),,1970,103.9113064306717
Europe (other),,1971,131.57710896326964
Europe (other),,1972,136.72349247370647
Europe (other),,1973,149.05068978434537
Europe (other),,1974,167.17015811768619
Europe (other),,1975,164.246060727299
Europe (other),,1976,174.84225304202388
Europe (other),,1977,190.3982154967839
Europe (other),,1978,208.39693038102203
Europe (other),,1979,223.42988985293556
Europe (other),,1980,205.0950428261808
Europe (other),,1981,189.02579445440347
Europe (other),,1982,193.52410826582943
Europe (other),,1983,206.19838143940652
Europe (other),,1984,194.0413312621075
Europe (other),,1985,270.4786128016872
Europe (other),,1986,282.9661567128693
Europe (other),,1987,283.8764162971152
Europe (other),,1988,304.4458953526964
Europe (other),,1989,291.8205234239209
Europe (other),,1990,198.70168798010266
Europe (other),,1991,153.63299553501034
Europe (other),,1992,118.18106334111812
Europe (other),,1993,104.32765245386632
Europe (other),,1994,97.09480989353634
Europe (other),,1995,93.77534322352541
Europe (other),,1996,109.40455151610118
Europe (other),,1997,120.21370030267191
Europe (other),,1998,114.4863808310414
Europe (other),,1999,103.0306466006019
Europe (other),,2000,113.01864702581975
Europe (other),,2001,131.88984306010116
Europe (other),,2002,141.4124082209233
Europe (other),,2003,155.41971372296905
Europe (other),,2004,167.11276510576266
Europe (other),,2005,173.9946196197163
Europe (other),,2006,178.18811002488926
Europe (other),,2007,187.0711008148865
Europe (other),,2008,187.42393282729438
Europe (other),,2009,187.52361175898193
Europe (other),,2010,190.0681029784905
Europe (other),,2011,190.45587181352334
Europe (other),,2012,179.67464000461092
Europe (other),,2013,176.15502265088486
Europe (other),,2014,175.99307988781715
Europe (other),,2015,182.1803021144001
Europe (other),,2016,194.68986342450978
Europe (other),,2017,204.1359590886614
Europe (other),,2018,203.64550846395863
Europe (other),,2019,206.40262680303627
Finland,FIN,1965,67.485536488386
Finland,FIN,1966,81.8647321584
Finland,FIN,1967,85.77266361807601
Finland,FIN,1968,97.22678305914201
Finland,FIN,1969,112.92229922665601
Finland,FIN,1970,126.978042137908
Finland,FIN,1971,131.41900569067602
Finland,FIN,1972,139.86003883238604
Finland,FIN,1973,156.462374614244
Finland,FIN,1974,136.346982966388
Finland,FIN,1975,140.989263902432
Finland,FIN,1976,151.264032400018
Finland,FIN,1977,148.237863867974
Finland,FIN,1978,149.11177345599003
Finland,FIN,1979,157.882953250706
Finland,FIN,1980,152.02926578998202
Finland,FIN,1981,145.41871105709802
Finland,FIN,1982,134.60018462450603
Finland,FIN,1983,125.00586306016602
Finland,FIN,1984,126.753889736364
Finland,FIN,1985,128.063625228596
Finland,FIN,1986,134.104957006102
Finland,FIN,1987,133.547855727088
Finland,FIN,1988,131.877035501544
Finland,FIN,1989,131.68357618011
Finland,FIN,1990,135.7675966381332
Finland,FIN,1991,134.10672005025216
Finland,FIN,1992,132.21610406740086
Finland,FIN,1993,127.08095549623225
Finland,FIN,1994,132.02998667709792
Finland,FIN,1995,120.35090824920597
Finland,FIN,1996,124.94541710034123
Finland,FIN,1997,123.39810287179944
Finland,FIN,1998,129.42205873827584
Finland,FIN,1999,130.50103064054184
Finland,FIN,2000,130.74370776918587
Finland,FIN,2001,128.2651453084814
Finland,FIN,2002,132.88427390493632
Finland,FIN,2003,137.6399784464708
Finland,FIN,2004,128.40303883308363
Finland,FIN,2005,132.87504656180806
Finland,FIN,2006,128.28401691715285
Finland,FIN,2007,129.70678711489586
Finland,FIN,2008,126.65632501137563
Finland,FIN,2009,118.84252120511898
Finland,FIN,2010,124.57782154143555
Finland,FIN,2011,118.24129292799144
Finland,FIN,2012,113.12726302164997
Finland,FIN,2013,118.352704697518
Finland,FIN,2014,111.63976614546173
Finland,FIN,2015,111.20775489557359
Finland,FIN,2016,120.01396012274213
Finland,FIN,2017,114.38448506846541
Finland,FIN,2018,112.94700199027655
Finland,FIN,2019,107.55764629031405
France,FRA,1965,637.3019459522601
France,FRA,1966,683.123568442862
France,FRA,1967,784.790599776422
France,FRA,1968,850.4323242342041
France,FRA,1969,982.668300578456
France,FRA,1970,1116.331767786922
France,FRA,1971,1216.7495628433162
France,FRA,1972,1350.958237432392
France,FRA,1973,1506.026797320474
France,FRA,1974,1430.9888509012762
France,FRA,1975,1307.876142966744
France,FRA,1976,1414.784989882642
France,FRA,1977,1358.819472610264
France,FRA,1978,1416.0536961753842
France,FRA,1979,1408.6431619136283
France,FRA,1980,1309.014676099792
France,FRA,1981,1181.7381237230761
France,FRA,1982,1094.397165517032
France,FRA,1983,1068.17232259273
France,FRA,1984,1029.906639757986
France,FRA,1985,1012.8433063851081
France,FRA,1986,1033.2654113338901
France,FRA,1987,1040.2775938880761
France,FRA,1988,1034.021107494002
France,FRA,1989,1061.6747368391102
France,FRA,1990,1077.648575451504
France,FRA,1991,1141.2328152077441
France,FRA,1992,1139.4686481233643
France,FRA,1993,1098.2141806684444
France,FRA,1994,1062.0360832776064
France,FRA,1995,1070.6978411536268
France,FRA,1996,1093.076002725711
France,FRA,1997,1101.1146670029511
France,FRA,1998,1141.114724390977
France,FRA,1999,1157.1694712903034
France,FRA,2000,1138.9827458070426
France,FRA,2001,1144.5685849966883
France,FRA,2002,1112.9817827303693
France,FRA,2003,1114.922260305314
France,FRA,2004,1124.8530246513806
France,FRA,2005,1109.2790163607976
France,FRA,2006,1106.1082791251015
France,FRA,2007,1078.2180055167087
France,FRA,2008,1057.4435158018139
France,FRA,2009,1015.3382750369815
France,FRA,2010,980.4599226151496
France,FRA,2011,959.8175341958519
France,FRA,2012,927.7964983086325
France,FRA,2013,915.6090532542595
France,FRA,2014,885.2263120384665
France,FRA,2015,885.7049041871705
France,FRA,2016,879.692143793641
France,FRA,2017,882.901891386437
France,FRA,2018,880.2156644272961
France,FRA,2019,874.8316535979852
Germany,DEU,1965,1020.5705939558219
Germany,DEU,1966,1141.8330670768341
Germany,DEU,1967,1187.4225693817402
Germany,DEU,1968,1331.123797953742
Germany,DEU,1969,1496.942931997832
Germany,DEU,1970,1644.071652200714
Germany,DEU,1971,1712.533135025412
Germany,DEU,1972,1807.8178759753662
Germany,DEU,1973,1927.1495478295162
Germany,DEU,1974,1748.5256393749482
Germany,DEU,1975,1698.331423386274
Germany,DEU,1976,1834.9544462957163
Germany,DEU,1977,1812.3669721146402
Germany,DEU,1978,1890.2796194447083
Germany,DEU,1979,1949.954550517948
Germany,DEU,1980,1764.345244252844
Germany,DEU,1981,1601.3856838853
Germany,DEU,1982,1513.8587852527262
Germany,DEU,1983,1482.4492831807001
Germany,DEU,1984,1477.558182878934
Germany,DEU,1985,1522.74248485968
Germany,DEU,1986,1604.221961987654
Germany,DEU,1987,1562.009064328474
Germany,DEU,1988,1562.9143575527082
Germany,DEU,1989,1468.384167484172
Germany,DEU,1990,1537.294425390112
Germany,DEU,1991,1607.6159227583762
Germany,DEU,1992,1621.6564100529295
Germany,DEU,1993,1646.8741406303282
Germany,DEU,1994,1631.9740701146366
Germany,DEU,1995,1631.1308340503572
Germany,DEU,1996,1658.8793324909152
Germany,DEU,1997,1648.928426491889
Germany,DEU,1998,1650.7185117832585
Germany,DEU,1999,1601.1085420827421
Germany,DEU,2000,1570.4360562697705
Germany,DEU,2001,1590.9646726799726
Germany,DEU,2002,1537.7811922535257
Germany,DEU,2003,1507.7182711397884
Germany,DEU,2004,1490.4913274626526
Germany,DEU,2005,1460.0587700502901
Germany,DEU,2006,1457.238343019328
Germany,DEU,2007,1319.4596141720108
Germany,DEU,2008,1399.0704645484318
Germany,DEU,2009,1339.839439697611
Germany,DEU,2010,1357.6453558376384
Germany,DEU,2011,1313.271874505548
Germany,DEU,2012,1305.390332644764
Germany,DEU,2013,1334.26346185436
Germany,DEU,2014,1298.3190808766562
Germany,DEU,2015,1296.5433005671441
Germany,DEU,2016,1323.3197867105382
Germany,DEU,2017,1352.044017664793
Germany,DEU,2018,1287.231463746125
Germany,DEU,2019,1299.3299839100725
Greece,GRC,1965,52.27326959636
Greece,GRC,1966,57.076630105712
Greece,GRC,1967,67.11288591248801
Greece,GRC,1968,68.693110232222
Greece,GRC,1969,73.094203753094
Greece,GRC,1970,79.16747777837601
Greece,GRC,1971,87.457459965912
Greece,GRC,1972,101.31329910613002
Greece,GRC,1973,117.9203026695
Greece,GRC,1974,110.66213602963802
Greece,GRC,1975,117.24814990955602
Greece,GRC,1976,124.79249566725001
Greece,GRC,1977,127.14107865722602
Greece,GRC,1978,138.43679574934802
Greece,GRC,1979,146.425575195922
Greece,GRC,1980,144.97290514489802
Greece,GRC,1981,140.84209600692003
Greece,GRC,1982,141.51090987530398
Greece,GRC,1983,135.79787530488
Greece,GRC,1984,139.16314605265
Greece,GRC,1985,141.48169568526603
Greece,GRC,1986,143.582143198956
Greece,GRC,1987,155.96183699159198
Greece,GRC,1988,161.073294969644
Greece,GRC,1989,177.45250168411002
Greece,GRC,1990,191.15632723499223
Greece,GRC,1991,193.31203870038505
Greece,GRC,1992,196.36771069206537
Greece,GRC,1993,201.13055532751636
Greece,GRC,1994,205.8930771700372
Greece,GRC,1995,214.7824486726437
Greece,GRC,1996,223.66550885777565
Greece,GRC,1997,225.50700052327082
Greece,GRC,1998,236.19207365956413
Greece,GRC,1999,230.38102234979905
Greece,GRC,2000,240.6555481177667
Greece,GRC,2001,244.4517969707778
Greece,GRC,2002,246.95489818877743
Greece,GRC,2003,256.95370561998675
Greece,GRC,2004,252.66872826531065
Greece,GRC,2005,254.99822434807126
Greece,GRC,2006,268.49261735724593
Greece,GRC,2007,270.97271233547616
Greece,GRC,2008,257.4417482390005
Greece,GRC,2009,243.08936179519665
Greece,GRC,2010,220.59899893732523
Greece,GRC,2011,208.4727030334798
Greece,GRC,2012,184.17979929587156
Greece,GRC,2013,173.21428907113042
Greece,GRC,2014,171.48985211457085
Greece,GRC,2015,177.28174011406477
Greece,GRC,2016,177.6944178012911
Greece,GRC,2017,183.78506353694627
Greece,GRC,2018,180.08968799124517
Greece,GRC,2019,187.70386317902347
Hong Kong,HKG,1965,24.87154181976754
Hong Kong,HKG,1966,27.293063823211373
Hong Kong,HKG,1967,32.70428010562066
Hong Kong,HKG,1968,35.718687967959184
Hong Kong,HKG,1969,42.38129368678394
Hong Kong,HKG,1970,45.73748221355484
Hong Kong,HKG,1971,48.24568609651801
Hong Kong,HKG,1972,55.002943168986
Hong Kong,HKG,1973,57.120714307646004
Hong Kong,HKG,1974,58.47615983644601
Hong Kong,HKG,1975,55.057357379184005
Hong Kong,HKG,1976,64.997985887236
Hong Kong,HKG,1977,70.202446717468
Hong Kong,HKG,1978,72.95876197807401
Hong Kong,HKG,1979,74.71649893981801
Hong Kong,HKG,1980,76.372625542496
Hong Kong,HKG,1981,81.002203412822
Hong Kong,HKG,1982,78.94151204204802
Hong Kong,HKG,1983,70.29678623738401
Hong Kong,HKG,1984,65.15010517559801
Hong Kong,HKG,1985,61.26118678668801
Hong Kong,HKG,1986,59.87343428759801
Hong Kong,HKG,1987,58.730167261874
Hong Kong,HKG,1988,67.369765562436
Hong Kong,HKG,1989,71.84673525512001
Hong Kong,HKG,1990,75.485843444182
Hong Kong,HKG,1991,75.47009509825001
Hong Kong,HKG,1992,96.869335550962
Hong Kong,HKG,1993,100.89413571524399
Hong Kong,HKG,1994,107.65187139920602
Hong Kong,HKG,1995,115.225524958124
Hong Kong,HKG,1996,112.90674226976603
Hong Kong,HKG,1997,111.75041440026
Hong Kong,HKG,1998,107.219985220364
Hong Kong,HKG,1999,114.083597655694
Hong Kong,HKG,2000,118.888748722034
Hong Kong,HKG,2001,141.33530556815398
Hong Kong,HKG,2002,154.466505239772
Hong Kong,HKG,2003,155.44270407628602
Hong Kong,HKG,2004,183.05971339209802
Hong Kong,HKG,2005,165.10962569870603
Hong Kong,HKG,2006,178.45963246809345
Hong Kong,HKG,2007,191.26982167469882
Hong Kong,HKG,2008,173.34862774754015
Hong Kong,HKG,2009,196.68502497236472
Hong Kong,HKG,2010,212.63812247102084
Hong Kong,HKG,2011,214.10742909658322
Hong Kong,HKG,2012,205.1392112765903
Hong Kong,HKG,2013,209.55876263602488
Hong Kong,HKG,2014,198.74027826234266
Hong Kong,HKG,2015,217.88264042123876
Hong Kong,HKG,2016,225.68017970141764
Hong Kong,HKG,2017,255.00744752175453
Hong Kong,HKG,2018,258.25292438875977
Hong Kong,HKG,2019,241.54026190456352
Hungary,HUN,1965,44.273127085140004
Hungary,HUN,1966,48.62625278986
Hungary,HUN,1967,51.4497356042
Hungary,HUN,1968,53.92058758088
Hungary,HUN,1969,60.31398991782
Hungary,HUN,1970,70.05369493180001
Hungary,HUN,1971,78.92735341961001
Hungary,HUN,1972,85.993452405818
Hungary,HUN,1973,96.752282401764
Hungary,HUN,1974,105.922081682042
Hungary,HUN,1975,119.49158475985801
Hungary,HUN,1976,125.176329863206
Hungary,HUN,1977,133.091131750598
Hungary,HUN,1978,147.213226659376
Hungary,HUN,1979,138.70991513451
Hungary,HUN,1980,134.840820650348
Hungary,HUN,1981,128.84264279625398
Hungary,HUN,1982,122.05022541788
Hungary,HUN,1983,115.730633695544
Hungary,HUN,1984,121.191101397248
Hungary,HUN,1985,123.43385652478399
Hungary,HUN,1986,114.00171120129602
Hungary,HUN,1987,119.51196116504802
Hungary,HUN,1988,110.64620129466802
Hungary,HUN,1989,107.24688440855
Hungary,HUN,1990,111.3582396624888
Hungary,HUN,1991,95.9986369777151
Hungary,HUN,1992,96.9730774692827
Hungary,HUN,1993,92.44648784422611
Hungary,HUN,1994,97.29040433559011
Hungary,HUN,1995,91.50266357089092
Hungary,HUN,1996,84.42204695490022
Hungary,HUN,1997,85.2341597957458
Hungary,HUN,1998,89.19087491330868
Hungary,HUN,1999,85.85273548079067
Hungary,HUN,2000,82.40511743005872
Hungary,HUN,2001,80.79088194022412
Hungary,HUN,2002,77.78360133640685
Hungary,HUN,2003,74.21184455338343
Hungary,HUN,2004,76.58911574100831
Hungary,HUN,2005,88.73170800737351
Hungary,HUN,2006,93.62170777957962
Hungary,HUN,2007,93.2752001010818
Hungary,HUN,2008,88.61876024735733
Hungary,HUN,2009,83.4277681573106
Hungary,HUN,2010,78.73687057486885
Hungary,HUN,2011,83.57642027399773
Hungary,HUN,2012,77.07786442677721
Hungary,HUN,2013,76.06664978314532
Hungary,HUN,2014,84.63534877561234
Hungary,HUN,2015,89.71939466736943
Hungary,HUN,2016,88.95977699306133
Hungary,HUN,2017,95.00761572214428
Hungary,HUN,2018,101.60038443862975
Hungary,HUN,2019,102.46506311955407
Iceland,ISL,1965,5.612470323306001
Iceland,ISL,1966,6.051164007593999
Iceland,ISL,1967,5.871547197233999
Iceland,ISL,1968,6.269318071006001
Iceland,ISL,1969,5.749504599600001
Iceland,ISL,1970,5.8756397005080006
Iceland,ISL,1971,6.3997048419819995
Iceland,ISL,1972,6.856931041096002
Iceland,ISL,1973,7.939731074002
Iceland,ISL,1974,7.410032594688
Iceland,ISL,1975,6.960415846106001
Iceland,ISL,1976,6.993083094462
Iceland,ISL,1977,7.313654184252001
Iceland,ISL,1978,7.706610609728001
Iceland,ISL,1979,7.482769041766001
Iceland,ISL,1980,6.962156680832
Iceland,ISL,1981,6.795269047322
Iceland,ISL,1982,6.21001052356
Iceland,ISL,1983,6.033727604756001
Iceland,ISL,1984,6.29587448114
Iceland,ISL,1985,6.274553075194
Iceland,ISL,1986,6.364774814038
Iceland,ISL,1987,6.882999395284
Iceland,ISL,1988,7.195411034102
Iceland,ISL,1989,7.696859768594001
Iceland,ISL,1990,7.847226833332001
Iceland,ISL,1991,7.368022838858001
Iceland,ISL,1992,7.940367463400001
Iceland,ISL,1993,8.238467701880001
Iceland,ISL,1994,8.346265843673999
Iceland,ISL,1995,8.396839773022
Iceland,ISL,1996,9.382001672262001
Iceland,ISL,1997,9.20711292124
Iceland,ISL,1998,9.433041157538002
Iceland,ISL,1999,9.417016422496001
Iceland,ISL,2000,9.598551289946
Iceland,ISL,2001,9.007866372954
Iceland,ISL,2002,9.370303051792
Iceland,ISL,2003,9.470957462942577
Iceland,ISL,2004,9.906981856151647
Iceland,ISL,2005,10.089541336259613
Iceland,ISL,2006,10.25859973904531
Iceland,ISL,2007,10.29172786932646
Iceland,ISL,2008,9.528953044654669
Iceland,ISL,2009,8.832891993256831
Iceland,ISL,2010,8.459288645568392
Iceland,ISL,2011,8.344935691668185
Iceland,ISL,2012,8.255028690590114
Iceland,ISL,2013,8.627578053312504
Iceland,ISL,2014,9.023064490522428
Iceland,ISL,2015,9.844445819068605
Iceland,ISL,2016,10.838794000825375
Iceland,ISL,2017,12.104757248314552
Iceland,ISL,2018,12.849662854730754
Iceland,ISL,2019,11.227789281371546
India,IND,1965,146.99525009610602
India,IND,1966,164.149812986412
India,IND,1967,169.360363543738
India,IND,1968,189.77104737227202
India,IND,1969,227.929016231956
India,IND,1970,226.89162873538
India,IND,1971,243.33265799930402
India,IND,1972,262.383467128828
India,IND,1973,276.95929712281605
India,IND,1974,271.54317834548004
India,IND,1975,278.093056918712
India,IND,1976,293.25892794028806
India,IND,1977,315.044287590784
India,IND,1978,342.37479001072404
India,IND,1979,369.47305141153805
India,IND,1980,376.816478119608
India,IND,1981,405.65560869089404
India,IND,1982,422.656675902848
India,IND,1983,444.35330048235596
India,IND,1984,477.067412764736
India,IND,1985,517.6362093864141
India,IND,1986,544.259896796458
India,IND,1987,561.767228857868
India,IND,1988,616.5012854228561
India,IND,1989,667.773179495894
India,IND,1990,693.537327329418
India,IND,1991,704.7980441157621
India,IND,1992,741.8269392944101
India,IND,1993,749.6282958132682
India,IND,1994,805.0700782222141
India,IND,1995,897.8395363266101
India,IND,1996,969.2080759213961
India,IND,1997,1036.2613070639381
India,IND,1998,1109.913155152036
India,IND,1999,1211.4325590657443
India,IND,2000,1273.522221540143
India,IND,2001,1280.5434832254116
India,IND,2002,1364.8846193634888
India,IND,2003,1400.5102337109713
India,IND,2004,1437.841127541657
India,IND,2005,1464.2461854917976
India,IND,2006,1538.3931128811223
India,IND,2007,1653.9789320732427
India,IND,2008,1734.1092135582805
India,IND,2009,1825.098716391922
India,IND,2010,1866.3136285589865
India,IND,2011,1953.5029092065497
India,IND,2012,2069.5759453940154
India,IND,2013,2083.4518199215922
India,IND,2014,2144.1227953952252
India,IND,2015,2316.802119105685
India,IND,2016,2540.9752662216706
India,IND,2017,2635.2339514114024
India,IND,2018,2763.9843504899977
India,IND,2019,2843.9305901923467
Indonesia,IDN,1965,72.54368025712
Indonesia,IDN,1966,69.864520891572
Indonesia,IDN,1967,67.40285281112801
Indonesia,IDN,1968,71.299362317222
Indonesia,IDN,1969,76.334142456154
Indonesia,IDN,1970,80.9927314608
Indonesia,IDN,1971,83.943892710616
Indonesia,IDN,1972,90.78376151584
Indonesia,IDN,1973,108.374643088534
Indonesia,IDN,1974,113.219834742462
Indonesia,IDN,1975,129.848468878692
Indonesia,IDN,1976,139.896750250644
Indonesia,IDN,1977,164.957982799614
Indonesia,IDN,1978,182.05397703195402
Indonesia,IDN,1979,198.56907385513202
Indonesia,IDN,1980,222.19352608801205
Indonesia,IDN,1981,248.06041511484
Indonesia,IDN,1982,257.81579903025204
Indonesia,IDN,1983,252.81444197361404
Indonesia,IDN,1984,266.21510491635803
Indonesia,IDN,1985,262.15087610942203
Indonesia,IDN,1986,285.37174357499003
Indonesia,IDN,1987,296.56266363883003
Indonesia,IDN,1988,311.84912475687804
Indonesia,IDN,1989,330.197214990894
Indonesia,IDN,1990,379.04676351494595
Indonesia,IDN,1991,402.094621953218
Indonesia,IDN,1992,433.75211227919
Indonesia,IDN,1993,455.81157576008
Indonesia,IDN,1994,467.8927393138921
Indonesia,IDN,1995,498.5579482904841
Indonesia,IDN,1996,531.270956683092
Indonesia,IDN,1997,588.40513044595
Indonesia,IDN,1998,560.8257111602101
Indonesia,IDN,1999,586.690286574076
Indonesia,IDN,2000,659.2035987827238
Indonesia,IDN,2001,668.3754253006903
Indonesia,IDN,2002,692.7091767397842
Indonesia,IDN,2003,702.2334313975041
Indonesia,IDN,2004,748.3769445757545
Indonesia,IDN,2005,742.6020754978351
Indonesia,IDN,2006,706.9749810814436
Indonesia,IDN,2007,747.3084520834028
Indonesia,IDN,2008,727.6390359799603
Indonesia,IDN,2009,736.4625238955646
Indonesia,IDN,2010,784.3091156673185
Indonesia,IDN,2011,883.8025918854858
Indonesia,IDN,2012,909.1311110181599
Indonesia,IDN,2013,917.6067761619419
Indonesia,IDN,2014,923.5119205197509
Indonesia,IDN,2015,851.4795603425284
Indonesia,IDN,2016,858.868873064935
Indonesia,IDN,2017,903.6565108708221
Indonesia,IDN,2018,938.7680138495242
Indonesia,IDN,2019,940.255930154812
Iran,IRN,1965,84.14730542697214
Iran,IRN,1966,91.95135578962912
Iran,IRN,1967,101.53363530067743
Iran,IRN,1968,111.86388720589039
Iran,IRN,1969,122.02214769896426
Iran,IRN,1970,131.7188076996813
Iran,IRN,1971,144.23697704197045
Iran,IRN,1972,160.371715559544
Iran,IRN,1973,192.39051959925007
Iran,IRN,1974,222.9624963768139
Iran,IRN,1975,261.05712282066423
Iran,IRN,1976,295.41797438882935
Iran,IRN,1977,342.989099092782
Iran,IRN,1978,344.1032852954608
Iran,IRN,1979,361.77329740407305
Iran,IRN,1980,332.94220548806516
Iran,IRN,1981,330.6841151880333
Iran,IRN,1982,360.06764666298136
Iran,IRN,1983,438.08119403113324
Iran,IRN,1984,474.04493754913557
Iran,IRN,1985,521.0801465884477
Iran,IRN,1986,480.6865829647449
Iran,IRN,1987,501.62778259801894
Iran,IRN,1988,526.8748539481293
Iran,IRN,1989,566.1153105113777
Iran,IRN,1990,586.4274844063899
Iran,IRN,1991,622.6360892313813
Iran,IRN,1992,663.3003292469639
Iran,IRN,1993,719.7836345838109
Iran,IRN,1994,748.0573081968344
Iran,IRN,1995,749.0858399055148
Iran,IRN,1996,780.6848732052656
Iran,IRN,1997,806.3528956012616
Iran,IRN,1998,777.2008269317477
Iran,IRN,1999,782.7623504903796
Iran,IRN,2000,809.9094693941267
Iran,IRN,2001,817.1495607920368
Iran,IRN,2002,822.0725694384516
Iran,IRN,2003,831.959436316886
Iran,IRN,2004,856.9475750721895
Iran,IRN,2005,943.4886530197854
Iran,IRN,2006,1028.7157704810218
Iran,IRN,2007,1053.5244981720189
Iran,IRN,2008,1102.6709483920308
Iran,IRN,2009,1092.1953570669755
Iran,IRN,2010,995.873591844239
Iran,IRN,2011,1016.6366570542417
Iran,IRN,2012,1038.8911853488194
Iran,IRN,2013,1132.4353142549683
Iran,IRN,2014,1054.5782571394502
Iran,IRN,2015,937.0443309293651
Iran,IRN,2016,961.4420409393675
Iran,IRN,2017,968.460164793987
Iran,IRN,2018,983.0463801625056
Iran,IRN,2019,1089.3477210690546
Iraq,IRQ,1965,15.42810347580727
Iraq,IRQ,1966,16.694304351498047
Iraq,IRQ,1967,18.07223244370539
Iraq,IRQ,1968,19.588204746372288
Iraq,IRQ,1969,21.173494960416694
Iraq,IRQ,1970,28.63193845420133
Iraq,IRQ,1971,30.694809922307737
Iraq,IRQ,1972,38.01515980875074
Iraq,IRQ,1973,36.863560047713335
Iraq,IRQ,1974,36.60104668521949
Iraq,IRQ,1975,36.615149748611096
Iraq,IRQ,1976,45.698817856319494
Iraq,IRQ,1977,53.34866987299927
Iraq,IRQ,1978,50.05129800176915
Iraq,IRQ,1979,60.32914434218993
Iraq,IRQ,1980,80.94987240340114
Iraq,IRQ,1981,86.84223599364516
Iraq,IRQ,1982,90.50649394911585
Iraq,IRQ,1983,102.9942264327833
Iraq,IRQ,1984,112.43033336225528
Iraq,IRQ,1985,131.75260533661466
Iraq,IRQ,1986,140.6380236486995
Iraq,IRQ,1987,145.71050395545547
Iraq,IRQ,1988,159.40269624628417
Iraq,IRQ,1989,177.8471761501535
Iraq,IRQ,1990,177.47218173340178
Iraq,IRQ,1991,130.88222424604731
Iraq,IRQ,1992,205.35490264133986
Iraq,IRQ,1993,286.2098508307642
Iraq,IRQ,1994,327.56120487192374
Iraq,IRQ,1995,318.4278398981848
Iraq,IRQ,1996,333.29455632918456
Iraq,IRQ,1997,400.28351039205216
Iraq,IRQ,1998,268.8551281260452
Iraq,IRQ,1999,195.64588199158757
Iraq,IRQ,2000,261.3504753283114
Iraq,IRQ,2001,301.24624482585864
Iraq,IRQ,2002,284.17653014608396
Iraq,IRQ,2003,267.5382430193146
Iraq,IRQ,2004,290.14374131947955
Iraq,IRQ,2005,275.25575468817345
Iraq,IRQ,2006,281.5682845466197
Iraq,IRQ,2007,269.7852845624728
Iraq,IRQ,2008,267.11722078796316
Iraq,IRQ,2009,302.96830342393497
Iraq,IRQ,2010,322.9759756712488
Iraq,IRQ,2011,354.8639070855514
Iraq,IRQ,2012,378.9588060138607
Iraq,IRQ,2013,406.03652492331014
Iraq,IRQ,2014,384.91591398233487
Iraq,IRQ,2015,386.6922522321794
Iraq,IRQ,2016,431.4525928391843
Iraq,IRQ,2017,411.38873391641835
Iraq,IRQ,2018,406.1999282726688
Iraq,IRQ,2019,412.981852447401
Ireland,IRL,1965,28.522186706620005
Ireland,IRL,1966,31.881576338574007
Ireland,IRL,1967,35.695719667664
Ireland,IRL,1968,39.704048707657996
Ireland,IRL,1969,43.153469522748004
Ireland,IRL,1970,48.426417352214
Ireland,IRL,1971,53.493228072326005
Ireland,IRL,1972,58.884521552024005
Ireland,IRL,1973,63.811366882386
Ireland,IRL,1974,63.197365557852
Ireland,IRL,1975,61.815197229896
Ireland,IRL,1976,62.78253494821001
Ireland,IRL,1977,66.956323565016
Ireland,IRL,1978,71.89361084817601
Ireland,IRL,1979,75.461913980594
Ireland,IRL,1980,67.971743821796
Ireland,IRL,1981,60.384337751876
Ireland,IRL,1982,52.857958119666
Ireland,IRL,1983,48.00458562586
Ireland,IRL,1984,47.207245543544005
Ireland,IRL,1985,47.07811266246001
Ireland,IRL,1986,58.11856649481601
Ireland,IRL,1987,51.009157751738
Ireland,IRL,1988,46.249091443688
Ireland,IRL,1989,47.58449501201
Ireland,IRL,1990,52.881827360770274
Ireland,IRL,1991,58.0478281801115
Ireland,IRL,1992,60.74763656145649
Ireland,IRL,1993,61.55346334626046
Ireland,IRL,1994,67.14368105637993
Ireland,IRL,1995,68.41137480584385
Ireland,IRL,1996,72.02680545111522
Ireland,IRL,1997,78.24009719207352
Ireland,IRL,1998,87.67018638556968
Ireland,IRL,1999,99.24747200711826
Ireland,IRL,2000,98.75157505897214
Ireland,IRL,2001,106.4087799184
Ireland,IRL,2002,104.33359873257999
Ireland,IRL,2003,101.61915910218865
Ireland,IRL,2004,105.28954023474118
Ireland,IRL,2005,110.82777919586188
Ireland,IRL,2006,110.6779773634216
Ireland,IRL,2007,112.27215821417555
Ireland,IRL,2008,107.1409012644069
Ireland,IRL,2009,94.43551122309327
Ireland,IRL,2010,89.84265718673937
Ireland,IRL,2011,83.3285131657411
Ireland,IRL,2012,79.53133104183865
Ireland,IRL,2013,79.9179273104535
Ireland,IRL,2014,79.31341356703258
